department,subject,unit,difficulty,question_type,question_text,choices,correct_answer,explanation,tags,source,source_year
NURSING,지역사회간호학,방문간호,MEDIUM,SINGLE_CHOICE,방문간호 시 가장 우선적으로 해야 할 일은?,"[""병력 청취"", ""신체 검진"", ""안전 사정"", ""교육 자료 배포"", ""투약""]",2,"가정환경의 안전(낙상위험, 위생, 화재 등)을 우선 사정한다.","[""지역사회"", ""방문간호""]",샘플 시드 (Day 3),
NURSING,지역사회간호학,산업간호,MEDIUM,SINGLE_CHOICE,산업재해의 주요 원인 중 인적요인에 해당하는 것은?,"[""안전장비 미흡"", ""불완전한 작업환경"", ""작업자의 부주의"", ""기계 결함"", ""조명 부족""]",2,"인적요인: 부주의, 피로, 기술부족. 물적요인: 환경/기계.","[""지역사회"", ""산업간호"", ""재해""]",샘플 시드 (Day 3),
NURSING,지역사회간호학,학교보건,EASY,SINGLE_CHOICE,학교 응급실 비치품으로 적절하지 않은 것은?,"[""반창고"", ""소독제"", ""체온계"", ""처방전 없는 항생제"", ""냉찜질팩""]",3,처방 약물(특히 항생제)은 학교 비치품에서 제외.,"[""지역사회"", ""학교보건""]",샘플 시드 (Day 3),
NURSING,지역사회간호학,가족간호,MEDIUM,SINGLE_CHOICE,가족 사정의 도구로 가족 구조와 관계를 도식화하는 것은?,"[""사회지지도"", ""가계도(genogram)"", ""가족 연표"", ""외부체계도"", ""가족생활주기""]",1,"Genogram은 3세대 이상의 가족 구조와 관계, 질병력을 시각화한다.","[""지역사회"", ""가족간호"", ""가계도""]",샘플 시드 (Day 3),
NURSING,기본간호학,활력징후,EASY,SINGLE_CHOICE,성인의 정상 맥박 범위는?,"[""40~60회/분"", ""60~100회/분"", ""100~120회/분"", ""120~140회/분"", ""140~160회/분""]",1,"정상 성인 맥박 60~100회/분. 60 미만 서맥, 100 초과 빈맥.","[""기본간호"", ""활력징후""]",샘플 시드 (Day 3),
NURSING,기본간호학,감염관리,MEDIUM,SINGLE_CHOICE,표준주의(Standard Precautions)의 핵심 원칙은?,"[""감염병 환자만 적용"", ""모든 환자의 혈액·체액을 잠재적 감염원으로 간주"", ""고위험군만 적용"", ""혈액 노출 시에만 적용"", ""수술 환자만 적용""]",1,"표준주의는 모든 환자에게 적용되며, 감염 여부와 무관하게 모든 체액을 감염성으로 본다.","[""기본간호"", ""감염관리"", ""표준주의""]",샘플 시드 (Day 3),
NURSING,기본간호학,투약,MEDIUM,SINGLE_CHOICE,투약의 5R(5 Rights)이 아닌 것은?,"[""정확한 환자"", ""정확한 약물"", ""정확한 용량"", ""정확한 가격"", ""정확한 시간""]",3,"5R: Right patient, drug, dose, route, time.","[""기본간호"", ""투약"", ""5R""]",샘플 시드 (Day 3),
NURSING,기본간호학,체위,EASY,SINGLE_CHOICE,쇼크 환자의 적절한 체위는?,"[""좌위"", ""반좌위"", ""변형 트렌델렌버그(modified Trendelenburg)"", ""엎드린 자세"", ""쇄석위""]",2,다리만 거상하는 변형 트렌델렌버그가 정맥 환류를 도와 뇌 관류 유지에 도움.,"[""기본간호"", ""체위"", ""쇼크""]",샘플 시드 (Day 3),
NURSING,기본간호학,상처간호,MEDIUM,SINGLE_CHOICE,욕창 1단계의 특징은?,"[""표재성 피부 손실"", ""압력을 제거해도 사라지지 않는 발적"", ""전층 피부 손실"", ""근육 노출"", ""뼈 노출""]",1,1단계: non-blanching erythema(눌러도 창백해지지 않는 발적).,"[""기본간호"", ""욕창"", ""피부간호""]",샘플 시드 (Day 3),
NURSING,기본간호학,영양,MEDIUM,SINGLE_CHOICE,비위관 영양 전 가장 먼저 확인해야 할 사항은?,"[""영양액 온도"", ""비위관 위치 확인"", ""환자 체위"", ""활력징후"", ""투약 시간""]",1,비위관이 위 내에 있는지 위 내용물 흡인/pH 검사로 확인 후 주입한다.,"[""기본간호"", ""비위관"", ""영양간호""]",샘플 시드 (Day 3),
NURSING,보건의약관계법규,의료법,MEDIUM,SINGLE_CHOICE,의료법상 간호사의 면허 결격사유에 해당하지 않는 것은?,"[""정신질환자"", ""마약중독자"", ""금치산자"", ""면허 취소 후 1년 미경과자"", ""고등학교 졸업자""]",4,"고졸은 결격사유가 아님. 결격: 정신질환, 마약중독, 금치산, 면허취소 후 일정기간 미경과.","[""법규"", ""의료법"", ""면허""]",샘플 시드 (Day 3),
NURSING,보건의약관계법규,감염병예방법,MEDIUM,SINGLE_CHOICE,감염병 예방법상 1급 감염병의 신고 시점은?,"[""즉시"", ""24시간 이내"", ""7일 이내"", ""30일 이내"", ""다음 분기""]",0,"1급은 즉시(전화/팩스), 2~3급은 24시간 이내 신고.","[""법규"", ""감염병"", ""신고""]",샘플 시드 (Day 3),
NURSING,보건의약관계법규,응급의료법,MEDIUM,SINGLE_CHOICE,응급의료에 관한 법률에서 응급환자에 대한 응급의료 거부 시 처벌되는 것은?,"[""정당한 사유 없는 거부"", ""환자가 비응급일 때"", ""전원이 필요할 때"", ""의료진 부족 시"", ""보호자 동의 없을 때""]",0,정당한 사유 없이 응급의료를 거부/기피한 의료인은 처벌 대상.,"[""법규"", ""응급의료법""]",샘플 시드 (Day 3),
NURSING,보건의약관계법규,국민건강보험법,EASY,SINGLE_CHOICE,우리나라 국민건강보험의 가입 형태는?,"[""임의가입"", ""선택가입"", ""강제가입"", ""단체가입만"", ""직장가입만""]",2,전 국민 강제가입(직장가입자 + 지역가입자).,"[""법규"", ""건강보험""]",샘플 시드 (Day 3),
NURSING,보건의약관계법규,의료법,HARD,SINGLE_CHOICE,의료법상 의료인의 비밀누설 금지 대상이 아닌 것은?,"[""환자의 진료기록"", ""환자의 가족력"", ""환자의 소속회사"", ""법령에 따른 정보 제공"", ""환자의 진단명""]",3,법령에 따른 의무 신고(감염병 등)는 비밀누설 금지의 예외.,"[""법규"", ""의료법"", ""비밀유지""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,뇌졸중,MEDIUM,SINGLE_CHOICE,뇌졸중 환자의 편마비 회복을 위한 Brunnstrom 단계 중 협응 운동이 가능한 단계는?,"[""1단계"", ""2단계"", ""3단계"", ""5단계"", ""6단계""]",4,Brunnstrom 6단계: 정상에 가까운 협응 운동 가능. 3단계는 수의적 공동운동.,"[""신경"", ""뇌졸중"", ""Brunnstrom""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,뇌졸중,MEDIUM,SINGLE_CHOICE,좌측 뇌손상 환자에게서 흔히 나타나는 증상은?,"[""좌측 편마비"", ""우측 편마비와 실어증"", ""양측 마비"", ""안면 마비만"", ""감각 소실만""]",1,좌측 뇌(보통 우세 반구) 손상은 우측 편마비와 언어장애(실어증)를 동반한다.,"[""신경"", ""뇌졸중"", ""편마비""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,척수손상,HARD,SINGLE_CHOICE,C6 완전 척수손상 환자가 독립적으로 수행할 수 있는 활동은?,"[""보행"", ""휠체어 이동 및 자가 도뇨"", ""계단 오르기"", ""달리기"", ""점프""]",1,C6 손상자는 손목 신전근 사용 가능 → 휠체어 추진과 자가 도뇨 가능.,"[""신경"", ""척수손상"", ""ADL""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,척수손상,MEDIUM,SINGLE_CHOICE,척수손상 환자의 자율신경 반사부전(autonomic dysreflexia)의 가장 흔한 원인은?,"[""저혈압"", ""방광 팽만"", ""고열"", ""기립성 저혈압"", ""근경직""]",1,T6 이상 손상자에서 방광/직장 팽만 등 손상부 이하 자극으로 발생. 즉시 자극원 제거.,"[""신경"", ""척수손상"", ""응급""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,파킨슨,MEDIUM,SINGLE_CHOICE,파킨슨병의 4대 증상이 아닌 것은?,"[""진전"", ""근경직"", ""운동완만"", ""자세 불안정"", ""마비""]",4,"파킨슨병 4대 증상: 떨림, 강직, 운동완서, 자세불안정. 마비는 해당 안 됨.","[""신경"", ""파킨슨""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,파킨슨,MEDIUM,SINGLE_CHOICE,파킨슨병 환자의 보행 훈련 시 가장 효과적인 단서(cue)는?,"[""청각 단서(메트로놈)"", ""시각 단서만"", ""촉각 단서만"", ""후각 단서"", ""단서 없음""]",0,리듬 청각 자극(RAS)이 파킨슨 보행의 동결과 보폭 단축을 개선한다.,"[""신경"", ""파킨슨"", ""보행""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,다발경화증,MEDIUM,SINGLE_CHOICE,다발경화증 환자의 운동 시 주의해야 할 점은?,"[""고온 환경에서 운동"", ""장시간 강도 높은 운동"", ""체온 상승 회피와 적절한 휴식"", ""수영장 사용 금지"", ""운동 금기""]",2,Uhthoff 현상: 체온 상승 시 신경증상 악화. 시원한 환경에서 짧은 운동을 자주 한다.,"[""신경"", ""다발경화증"", ""Uhthoff""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,신경발달,HARD,SINGLE_CHOICE,Bobath 접근법(NDT)의 주요 목표는?,"[""근력 강화"", ""비정상 운동 패턴 억제와 정상 자세 반응 촉진"", ""관절가동범위 증가"", ""지구력 향상"", ""통증 감소""]",1,Bobath/NDT는 비정상 톤과 패턴을 억제하고 정상 운동을 촉진한다.,"[""신경"", ""Bobath"", ""NDT""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,균형,MEDIUM,SINGLE_CHOICE,Berg Balance Scale의 총점은?,"[""20점"", ""36점"", ""56점"", ""100점"", ""120점""]",2,BBS는 14개 항목 × 0~4점 = 총 56점.,"[""신경"", ""균형"", ""평가도구""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,보행분석,MEDIUM,SINGLE_CHOICE,정상 보행 주기에서 입각기(stance phase)가 차지하는 비율은?,"[""20%"", ""40%"", ""50%"", ""60%"", ""80%""]",3,"정상 보행: 입각기 60%, 유각기 40%.","[""신경"", ""보행"", ""보행주기""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,말초신경,MEDIUM,SINGLE_CHOICE,수근관 증후군(carpal tunnel syndrome)에서 압박되는 신경은?,"[""요골신경"", ""정중신경"", ""척골신경"", ""근피신경"", ""액와신경""]",1,"수근관에서 정중신경이 압박. 무지구 위축, 야간 통증, Tinel sign 양성.","[""신경"", ""말초신경"", ""CTS""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,말초신경,MEDIUM,SINGLE_CHOICE,Erb's palsy에서 손상되는 신경근은?,"[""C3-C4"", ""C5-C6"", ""C7-C8"", ""T1-T2"", ""L4-L5""]",1,Erb-Duchenne 마비는 상부 완신경총(C5-C6) 손상. 'waiter's tip' 자세.,"[""신경"", ""완신경총"", ""Erb""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,치매,MEDIUM,SINGLE_CHOICE,치매 환자의 운동치료 원칙으로 옳지 않은 것은?,"[""단순하고 반복적인 동작"", ""친숙한 환경"", ""복잡한 다단계 지시"", ""긍정적 강화"", ""짧은 회기""]",2,복잡한 지시는 인지 부하를 증가시켜 부적절. 단순/반복/친숙이 핵심.,"[""신경"", ""치매"", ""노인""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,전기치료,MEDIUM,SINGLE_CHOICE,기능적 전기자극(FES)의 주된 적용 대상은?,"[""정상 근육"", ""상위운동신경원 손상으로 마비된 근육"", ""골절 부위"", ""급성 염증"", ""악성종양""]",1,UMN 손상으로 운동 명령은 안 가지만 말초신경/근육은 살아있는 경우 FES로 수축 유도.,"[""신경"", ""FES"", ""전기치료""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,신경계물리치료,재활,HARD,SINGLE_CHOICE,뇌졸중 환자의 견갑통(shoulder pain) 예방을 위한 가장 중요한 중재는?,"[""수동 어깨 운동 금지"", ""올바른 자세 지지와 support sling 사용"", ""강한 견인"", ""냉찜질만"", ""약물치료만""]",1,이완성 마비기에는 견관절 아탈구 예방이 중요. 적절한 지지와 자세 관리가 핵심.,"[""신경"", ""뇌졸중"", ""견갑통""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,어깨,MEDIUM,SINGLE_CHOICE,회전근개 손상 중 가장 흔히 손상되는 근육은?,"[""견갑하근"", ""극상근(supraspinatus)"", ""극하근"", ""소원근"", ""삼각근""]",1,견봉 아래 좁은 공간을 지나는 극상근이 충돌증후군과 함께 가장 흔히 손상된다.,"[""근골격"", ""회전근개"", ""어깨""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,어깨,MEDIUM,SINGLE_CHOICE,동결견(frozen shoulder)의 가장 큰 특징은?,"[""통증만"", ""능동·수동 모두 ROM 제한"", ""능동만 제한"", ""수동만 제한"", ""근력 약화만""]",1,관절낭 유착으로 능동·수동 모두 외회전 위주로 제한.,"[""근골격"", ""동결견"", ""어깨""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,무릎,MEDIUM,SINGLE_CHOICE,전방십자인대(ACL) 검사로 가장 적절한 것은?,"[""McMurray test"", ""Lachman test"", ""Apley test"", ""Thomas test"", ""Phalen test""]",1,Lachman test가 ACL 파열 진단에 가장 민감(굴곡 20~30도).,"[""근골격"", ""무릎"", ""ACL""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,무릎,HARD,SINGLE_CHOICE,무릎 전치환술 후 재활 초기 단계의 우선 목표는?,"[""근력 강화"", ""통증·부종 관리와 ROM 회복"", ""달리기"", ""점프 훈련"", ""스포츠 복귀""]",1,"초기 1~2주는 부종/통증 관리, 90도 굴곡 확보가 핵심.","[""근골격"", ""TKR"", ""재활""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,허리,MEDIUM,SINGLE_CHOICE,요추 추간판 탈출증의 신경학적 검사로 적절한 것은?,"[""Phalen test"", ""Straight Leg Raising(SLR)"", ""Apley test"", ""McMurray test"", ""Thomas test""]",1,SLR(하지직거상) 검사가 양성이면 좌골신경근 압박을 의심.,"[""근골격"", ""허리"", ""추간판""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,허리,MEDIUM,SINGLE_CHOICE,맥켄지(McKenzie) 신전 운동이 적용되는 환자는?,"[""굴곡으로 통증 완화되는 환자"", ""신전으로 통증 완화되는 환자"", ""회전 시 악화 환자"", ""골절 환자"", ""급성 골절""]",1,디스크 후방 탈출 환자에서 신전으로 centralization되면 McKenzie 신전 운동 적용.,"[""근골격"", ""허리"", ""McKenzie""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,발/발목,MEDIUM,SINGLE_CHOICE,발목 염좌 중 가장 흔한 손상 기전은?,"[""내번 손상"", ""외번 손상"", ""회내 손상"", ""회외 손상"", ""굴곡 손상""]",0,내번(inversion) 손상으로 ATFL이 가장 흔히 손상.,"[""근골격"", ""발목"", ""염좌""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,골절,MEDIUM,SINGLE_CHOICE,골절 치유 단계 중 임시 가골이 형성되는 시기는?,"[""혈종 형성기"", ""염증기"", ""골 가골 형성기"", ""성숙기"", ""재형성기""]",2,골절 후 약 2~3주에 가골(callus)이 형성된다.,"[""근골격"", ""골절"", ""치유단계""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,척추,MEDIUM,SINGLE_CHOICE,정상 성인의 경추 만곡은?,"[""후만"", ""전만"", ""측만"", ""직선"", ""변형""]",1,"경추는 전만(lordosis), 흉추는 후만, 요추는 전만, 천추는 후만.","[""근골격"", ""척추"", ""만곡""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,척추,HARD,SINGLE_CHOICE,특발성 척추측만증의 진단 기준 Cobb angle은?,"[""5도 이상"", ""10도 이상"", ""20도 이상"", ""30도 이상"", ""45도 이상""]",1,"Cobb angle 10도 이상이면 측만증으로 진단. 20도부터 보조기, 40~50도부터 수술 고려.","[""근골격"", ""척추측만"", ""Cobb""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,관절염,MEDIUM,SINGLE_CHOICE,류마티스 관절염과 골관절염의 차이로 옳은 것은?,"[""RA는 기상 시 강직이 30분 이상 지속"", ""OA는 양측 대칭"", ""RA는 큰 관절만 침범"", ""OA는 자가면역 질환"", ""RA는 노인에서만 발생""]",0,"RA는 morning stiffness가 1시간 이상 지속, 양측 대칭, 작은 관절(MCP/PIP) 침범.","[""근골격"", ""관절염"", ""감별진단""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,근막통증,MEDIUM,SINGLE_CHOICE,근막통증증후군의 특징은?,"[""전신 통증"", ""특정 근육에 압통점(trigger point)과 연관통"", ""관절통"", ""신경통"", ""혈관통""]",1,Trigger point가 핵심. 압박 시 referred pain 발생.,"[""근골격"", ""근막통증"", ""TrP""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,도수치료,HARD,SINGLE_CHOICE,Maitland 등급 중 통증 완화를 위해 사용하는 등급은?,"[""I~II"", ""III"", ""IV"", ""V"", ""모든 등급""]",0,"I~II 등급은 통증 완화 목적, III~IV는 가동범위 증가, V는 thrust(고속저진폭).","[""근골격"", ""Maitland"", ""도수치료""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,운동치료,MEDIUM,SINGLE_CHOICE,PNF의 D1 굴곡 패턴의 어깨 동작은?,"[""굴곡-내전-외회전"", ""굴곡-외전-내회전"", ""신전-외전-내회전"", ""신전-내전-외회전"", ""굴곡-내전-내회전""]",0,PNF D1 flexion: 견관절 굴곡-내전-외회전.,"[""근골격"", ""PNF"", ""운동치료""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,근골격계물리치료,물리적인자,MEDIUM,SINGLE_CHOICE,초음파 치료의 깊이가 가장 깊은 주파수는?,"[""1 MHz"", ""3 MHz"", ""5 MHz"", ""10 MHz"", ""동일""]",0,"1 MHz는 5cm까지, 3 MHz는 1~2cm까지 침투.","[""근골격"", ""초음파"", ""물리적인자""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,심폐물리치료,호흡,MEDIUM,SINGLE_CHOICE,COPD 환자에게 권장되는 호흡법은?,"[""흉식 호흡"", ""입술오므리기 호흡(pursed-lip)"", ""빠른 호흡"", ""얕은 호흡"", ""참기""]",1,Pursed-lip breathing은 PEEP를 유지해 기도 허탈을 방지하고 호기를 효과적으로.,"[""심폐"", ""COPD"", ""호흡법""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,심폐물리치료,기관지위생,MEDIUM,SINGLE_CHOICE,체위배액의 효과를 가장 잘 얻을 수 있는 자세는?,"[""앉은 자세"", ""선 자세"", ""분비물이 있는 폐 부위가 위로 가도록 자세"", ""엎드린 자세"", ""측위만""]",2,중력을 이용하여 분비물이 큰 기도로 흘러내리도록 환부를 위쪽에 둔다.,"[""심폐"", ""체위배액"", ""기관지위생""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,심폐물리치료,심장재활,HARD,SINGLE_CHOICE,심장재활 프로그램에서 운동 강도 결정에 사용되는 가장 적절한 지표는?,"[""연령"", ""체중"", ""Borg 자각운동강도(RPE)와 심박수"", ""혈압만"", ""성별""]",2,"RPE 11~14, 안정시 심박수 + 20~30 bpm 범위가 일반적 권장.","[""심폐"", ""심장재활"", ""운동강도""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,심폐물리치료,운동검사,MEDIUM,SINGLE_CHOICE,6분 보행검사(6MWT)의 주요 평가 항목은?,"[""최대 심박수"", ""걸은 거리와 호흡곤란 정도"", ""혈압만"", ""산소포화도만"", ""근력""]",1,6분간 걸은 거리(m)와 운동 전후 SpO2/RPE/HR 변화를 측정.,"[""심폐"", ""6MWT"", ""운동검사""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,심폐물리치료,흉부타진,MEDIUM,SINGLE_CHOICE,흉부타진(percussion)의 금기증이 아닌 것은?,"[""갈비뼈 골절"", ""객혈"", ""기흉"", ""안정형 만성기관지염"", ""골다공증""]",3,안정형 만성기관지염은 적응증. 골절/객혈/기흉/골다공증은 금기.,"[""심폐"", ""흉부타진"", ""금기""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,심폐물리치료,산소요법,MEDIUM,SINGLE_CHOICE,운동 중 산소포화도(SpO2)가 어느 정도 떨어지면 운동을 중단해야 하는가?,"[""95% 미만"", ""92% 미만"", ""88% 미만"", ""85% 미만"", ""80% 미만""]",2,일반적으로 88% 미만이면 운동 중단. 환자에 따라 90% 기준 적용.,"[""심폐"", ""산소포화도"", ""운동""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,심폐물리치료,흉부확장운동,EASY,SINGLE_CHOICE,수술 후 폐합병증 예방을 위한 가장 일반적인 운동은?,"[""스쿼트"", ""심호흡과 기침"", ""복근운동"", ""하지 근력"", ""요가""]",1,심호흡과 효과적인 기침으로 폐 확장과 분비물 제거를 돕는다.,"[""심폐"", ""수술후"", ""예방""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,심폐물리치료,심전도,HARD,SINGLE_CHOICE,심전도에서 P파가 나타내는 것은?,"[""심방 탈분극"", ""심실 탈분극"", ""심실 재분극"", ""방실결절 전도"", ""심방 재분극""]",0,P파 = 심방 탈분극. QRS = 심실 탈분극. T파 = 심실 재분극.,"[""심폐"", ""심전도"", ""ECG""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,소아물리치료,발달,MEDIUM,SINGLE_CHOICE,정상 영아가 혼자 앉는 시기는?,"[""3개월"", ""4개월"", ""6개월"", ""9개월"", ""12개월""]",2,6개월경에 지지 없이 앉기 가능.,"[""소아"", ""발달이정표""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,소아물리치료,뇌성마비,HARD,SINGLE_CHOICE,GMFCS(대운동기능분류) 단계 중 보조기 없이 보행 가능하지만 야외/계단에서 제한이 있는 단계는?,"[""Level I"", ""Level II"", ""Level III"", ""Level IV"", ""Level V""]",1,"Level II는 실내 보행 가능, 야외/계단 등에서 제한.","[""소아"", ""뇌성마비"", ""GMFCS""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,소아물리치료,뇌성마비,MEDIUM,SINGLE_CHOICE,경직형 뇌성마비 환아의 가장 흔한 자세 이상은?,"[""외전된 다리"", ""가위자세(scissoring)"", ""굴곡된 척추"", ""신전된 손가락"", ""회전된 머리""]",1,내전근의 경직으로 양 다리가 교차되는 가위자세가 특징.,"[""소아"", ""뇌성마비"", ""경직""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,소아물리치료,사경,MEDIUM,SINGLE_CHOICE,선천성 근성 사경(torticollis)의 원인 근육은?,"[""흉쇄유돌근(SCM)"", ""승모근"", ""광경근"", ""이복근"", ""사각근""]",0,흉쇄유돌근의 단축으로 머리가 같은 쪽으로 기울고 반대쪽으로 회전.,"[""소아"", ""사경"", ""SCM""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,소아물리치료,이분척추,MEDIUM,SINGLE_CHOICE,이분척추(spina bifida) 환아 간호 시 주의사항은?,"[""라텍스 알레르기 주의"", ""단백질 제한"", ""수분 제한"", ""운동 금지"", ""햇빛 차단""]",0,잦은 수술로 라텍스 노출이 많아 알레르기 발생률이 높다.,"[""소아"", ""이분척추""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,소아물리치료,근이영양증,HARD,SINGLE_CHOICE,Duchenne 근이영양증 환아의 특징적 동작은?,"[""발끝걷기"", ""Gowers' sign(바닥에서 일어날 때 다리를 짚고 올라옴)"", ""발가락 굴곡"", ""발목 외반"", ""발꿈치 걷기""]",1,근위부 근력 약화로 바닥에서 일어설 때 손으로 다리를 짚고 올라오는 Gowers' sign이 특징.,"[""소아"", ""DMD"", ""Gowers""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,소아물리치료,조산아,MEDIUM,SINGLE_CHOICE,조산아의 발달 평가 시 보정 연령(corrected age)은 보통 몇 세까지 사용하는가?,"[""6개월"", ""12개월"", ""18~24개월"", ""5세"", ""10세""]",2,보통 24개월(2세)까지 보정 연령을 사용한다.,"[""소아"", ""조산아"", ""보정연령""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,물리치료진단평가,MMT,EASY,SINGLE_CHOICE,MMT(도수근력검사) 4등급의 의미는?,"[""근수축 없음"", ""근수축만 가능"", ""중력 제거 시 ROM 가능"", ""중력 이긴 ROM + 약간 저항"", ""정상 저항""]",3,MMT 4(Good)는 중력에 저항하면서 약간의 저항도 이길 수 있는 상태.,"[""평가"", ""MMT"", ""근력""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,물리치료진단평가,ROM,MEDIUM,SINGLE_CHOICE,정상 어깨 굴곡 ROM은?,"[""90도"", ""120도"", ""150도"", ""180도"", ""200도""]",3,정상 어깨 굴곡은 0~180도.,"[""평가"", ""ROM"", ""어깨""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,물리치료진단평가,감각,MEDIUM,SINGLE_CHOICE,C7 피부분절(dermatome)에 해당하는 부위는?,"[""엄지"", ""검지"", ""중지"", ""약지"", ""소지""]",2,C7은 중지(middle finger)에 해당.,"[""평가"", ""Dermatome"", ""신경""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,물리치료진단평가,심부건반사,MEDIUM,SINGLE_CHOICE,슬개건반사(patellar reflex)는 어느 신경근 수준을 평가하는가?,"[""L2-L3"", ""L3-L4"", ""L4-L5"", ""L5-S1"", ""S1-S2""]",1,슬개건반사는 L3-L4(주로 L4) 평가. 아킬레스건반사는 S1-S2.,"[""평가"", ""DTR"", ""L4""]",샘플 시드 (Day 3),
