department,subject,unit,difficulty,question_type,question_text,choices,correct_answer,explanation,tags,source,source_year
PHYSICAL_THERAPY,물리치료진단평가,ADL,MEDIUM,SINGLE_CHOICE,ADL 평가 도구로 가장 널리 사용되는 것은?,"[""Berg Scale"", ""FIM(Functional Independence Measure)"", ""Tinetti"", ""MMSE"", ""Borg""]",1,"FIM은 18개 항목 × 1~7점 = 총 126점, 일상생활 독립성을 평가.","[""평가"", ""ADL"", ""FIM""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,물리치료진단평가,통증평가,EASY,SINGLE_CHOICE,통증 평가 도구 중 0~10점으로 표시하는 것은?,"[""VAS(Visual Analog Scale)"", ""NRS(Numeric Rating Scale)"", ""McGill Pain Questionnaire"", ""FACES Scale"", ""FLACC""]",1,NRS는 0(통증 없음)~10(최악) 숫자 평가. VAS는 10cm 선상에 표시.,"[""평가"", ""통증"", ""NRS""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,물리치료진단평가,균형평가,MEDIUM,SINGLE_CHOICE,낙상 위험을 평가하는 검사가 아닌 것은?,"[""TUG(Timed Up and Go)"", ""Berg Balance Scale"", ""Tinetti"", ""MMT"", ""Functional Reach""]",3,MMT는 근력 평가. 나머지는 균형/낙상 평가.,"[""평가"", ""균형"", ""낙상""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,물리치료진단평가,관찰,MEDIUM,SINGLE_CHOICE,관절가동범위(ROM) 측정에 사용하는 도구는?,"[""측각기(goniometer)"", ""근력계"", ""심박계"", ""혈압계"", ""초음파""]",0,Goniometer가 표준 ROM 측정 도구.,"[""평가"", ""ROM"", ""도구""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,의료법규,의료기사법,MEDIUM,SINGLE_CHOICE,물리치료사 면허 발급 기관은?,"[""대한물리치료사협회"", ""보건복지부장관"", ""교육부장관"", ""병원장"", ""지자체""]",1,의료기사 면허는 보건복지부장관이 발급.,"[""법규"", ""면허""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,의료법규,의료기사법,MEDIUM,SINGLE_CHOICE,의료기사의 업무 범위로 옳은 것은?,"[""독립적 진단"", ""의사의 지도 아래 업무 수행"", ""약물 처방"", ""수술 보조 단독"", ""간호사 지도 아래 업무""]",1,의료기사는 의사 또는 치과의사의 지도 아래 업무를 수행한다.,"[""법규"", ""업무범위""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,의료법규,의료법,MEDIUM,SINGLE_CHOICE,의료법상 의료인이 아닌 직군은?,"[""의사"", ""치과의사"", ""한의사"", ""물리치료사"", ""간호사""]",3,"의료인 5종: 의사, 치과의사, 한의사, 조산사, 간호사. 물리치료사는 의료기사.","[""법규"", ""의료인""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,의료법규,감염병예방법,MEDIUM,SINGLE_CHOICE,감염병 예방을 위한 손위생의 가장 효과적인 방법은?,"[""물로 30초 헹굼"", ""비누와 흐르는 물로 40~60초 손씻기"", ""알코올 손소독제(60% 이상)"", ""아무것도 안 함"", ""장갑만 착용""]",1,비누 + 흐르는 물 40~60초가 표준. 가시적 오염 없을 때 알코올 손소독제 사용.,"[""법규"", ""감염예방""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,의료법규,산재보험법,MEDIUM,SINGLE_CHOICE,산업재해보상보험에서 물리치료가 해당되는 급여는?,"[""요양급여"", ""장해급여"", ""유족급여"", ""장의비"", ""휴업급여""]",0,치료 자체는 요양급여에 해당.,"[""법규"", ""산재""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,의료법규,노인장기요양보험,MEDIUM,SINGLE_CHOICE,장기요양 등급 판정 기준이 아닌 것은?,"[""신체기능"", ""인지기능"", ""행동변화"", ""간호처치"", ""월소득""]",4,장기요양 등급은 기능상태로 판정. 소득과 무관.,"[""법규"", ""장기요양""]",샘플 시드 (Day 3),
PHYSICAL_THERAPY,의료법규,의료기사법,HARD,SINGLE_CHOICE,물리치료사가 단독으로 개원할 수 있는가?,"[""가능"", ""불가능 — 의료기관 내에서만 업무 가능"", ""교육 후 가능"", ""5년 경력 후 가능"", ""지자체 허가 시 가능""]",1,의료기사는 의료기관 내에서 의사의 지도 아래 업무 수행. 단독 개원 불가.,"[""법규"", ""개원""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강해부학,치아,EASY,SINGLE_CHOICE,성인의 영구치는 모두 몇 개인가?,"[""20개"", ""24개"", ""28개"", ""32개"", ""36개""]",3,성인 영구치는 사랑니 포함 32개 (사랑니 제외 시 28개).,"[""해부"", ""치아"", ""영구치""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강해부학,치아,MEDIUM,SINGLE_CHOICE,유치는 모두 몇 개인가?,"[""16개"", ""18개"", ""20개"", ""24개"", ""28개""]",2,유치(deciduous teeth)는 20개. 영구 어금니의 자리에 유구치만 있다.,"[""해부"", ""치아"", ""유치""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강해부학,치아,MEDIUM,SINGLE_CHOICE,치아의 가장 단단한 조직은?,"[""상아질(dentin)"", ""법랑질(enamel)"", ""백악질(cementum)"", ""치수(pulp)"", ""치조골""]",1,법랑질은 인체에서 가장 단단한 조직 (Mohs 5).,"[""해부"", ""법랑질""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강해부학,구강,MEDIUM,SINGLE_CHOICE,혀의 미각을 담당하는 뇌신경 중 혀 후방 1/3의 미각을 담당하는 것은?,"[""삼차신경(V)"", ""안면신경(VII)"", ""설인신경(IX)"", ""미주신경(X)"", ""설하신경(XII)""]",2,"전방 2/3는 안면신경(VII) 고삭신경 분지, 후방 1/3은 설인신경(IX).","[""해부"", ""신경"", ""미각""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강해부학,구강,HARD,SINGLE_CHOICE,악관절(TMJ)을 형성하는 뼈는?,"[""측두골과 하악골"", ""측두골과 상악골"", ""두정골과 하악골"", ""전두골과 하악골"", ""후두골과 하악골""]",0,TMJ는 측두골(하악와) + 하악골(하악과두)로 구성.,"[""해부"", ""TMJ""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강해부학,치아,MEDIUM,SINGLE_CHOICE,FDI 표기법으로 우측 상악 첫 번째 큰어금니는?,"[""#11"", ""#16"", ""#21"", ""#26"", ""#46""]",1,FDI: 1사분면(우상)의 6번 = 16. 영구 제1대구치.,"[""해부"", ""치아표기"", ""FDI""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강해부학,치주,MEDIUM,SINGLE_CHOICE,치주조직에 포함되지 않는 것은?,"[""치은"", ""치주인대"", ""백악질"", ""치조골"", ""법랑질""]",4,"치주조직 4종: 치은, 치주인대, 백악질, 치조골. 법랑질은 치아 조직.","[""해부"", ""치주조직""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강해부학,타액선,MEDIUM,SINGLE_CHOICE,가장 큰 타액선은?,"[""이하선(parotid)"", ""악하선"", ""설하선"", ""구순선"", ""구개선""]",0,"이하선이 가장 크며 장액성 분비. 악하선은 혼합성, 설하선은 점액성 우세.","[""해부"", ""타액선""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강조직발생학,치아발생,MEDIUM,SINGLE_CHOICE,법랑질을 형성하는 세포는?,"[""조골세포"", ""법랑모세포(ameloblast)"", ""상아모세포"", ""백악모세포"", ""섬유모세포""]",1,"Ameloblast가 법랑질을, odontoblast가 상아질을 형성한다.","[""조직"", ""법랑질"", ""발생""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강조직발생학,치아발생,MEDIUM,SINGLE_CHOICE,상아질을 형성하는 세포는?,"[""법랑모세포"", ""상아모세포(odontoblast)"", ""백악모세포"", ""골모세포"", ""섬유모세포""]",1,Odontoblast가 평생 일차/이차상아질을 형성하며 치수 표면에 위치.,"[""조직"", ""상아질""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강조직발생학,치아발생,HARD,SINGLE_CHOICE,치아 발생 단계 중 종모양 시기(bell stage)에 일어나는 일은?,"[""치배 형성"", ""법랑기관과 치유두 분화"", ""법랑질 석회화 시작"", ""치근 형성"", ""맹출""]",1,Bell stage에서 법랑기관과 치유두가 명확히 분화되고 세포 분화가 시작된다.,"[""조직"", ""치아발생"", ""Bell""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강조직발생학,구강점막,MEDIUM,SINGLE_CHOICE,구강점막의 가장 두꺼운 부위는?,"[""구강저"", ""협점막"", ""혀의 등"", ""경구개"", ""연구개""]",3,경구개는 저작 시 압력을 견디기 위해 각화중층편평상피로 두껍다.,"[""조직"", ""구강점막""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강조직발생학,치아구조,MEDIUM,SINGLE_CHOICE,치아의 4대 경조직이 아닌 것은?,"[""법랑질"", ""상아질"", ""백악질"", ""치조골"", ""치수""]",4,"치수(pulp)는 연조직. 4대 경조직: 법랑질, 상아질, 백악질, 치조골.","[""조직"", ""치아구조""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강조직발생학,맹출,MEDIUM,SINGLE_CHOICE,유치 첫 맹출 시기는?,"[""3개월"", ""6개월"", ""12개월"", ""18개월"", ""24개월""]",1,보통 6개월경 하악 유중절치부터 맹출.,"[""조직"", ""맹출"", ""유치""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강병리학,치아우식,MEDIUM,SINGLE_CHOICE,치아우식의 주요 원인균은?,"[""Lactobacillus"", ""Streptococcus mutans"", ""Actinomyces"", ""Porphyromonas gingivalis"", ""Treponema""]",1,S. mutans가 치아우식의 가장 중요한 원인균.,"[""병리"", ""우식"", ""S.mutans""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강병리학,치아우식,MEDIUM,SINGLE_CHOICE,치아우식 발생의 4대 요인이 아닌 것은?,"[""치아"", ""세균"", ""기질(당분)"", ""시간"", ""유전자""]",4,"Keyes의 4요인: 치아, 세균, 기질, 시간.","[""병리"", ""우식"", ""Keyes""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강병리학,치주,MEDIUM,SINGLE_CHOICE,만성치주염의 주요 원인균은?,"[""Streptococcus mutans"", ""Porphyromonas gingivalis"", ""Lactobacillus"", ""Candida"", ""Staphylococcus aureus""]",1,P. gingivalis가 만성치주염의 대표 원인균(red complex).,"[""병리"", ""치주염""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강병리학,구강암,HARD,SINGLE_CHOICE,구강암 중 가장 흔한 조직학적 형태는?,"[""선암"", ""편평상피세포암(SCC)"", ""기저세포암"", ""흑색종"", ""림프종""]",1,구강암의 90% 이상이 SCC. 흡연/음주가 주요 위험인자.,"[""병리"", ""구강암"", ""SCC""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강병리학,감염,MEDIUM,SINGLE_CHOICE,구강 칸디다증(아구창)의 원인은?,"[""세균"", ""진균(Candida albicans)"", ""바이러스"", ""기생충"", ""알레르기""]",1,Candida albicans 감염. 면역억제 환자에서 흔하며 의치 사용자도 위험군.,"[""병리"", ""칸디다"", ""진균""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강병리학,낭종,HARD,SINGLE_CHOICE,치근단부에 발생하는 가장 흔한 치성낭종은?,"[""치근단낭종(radicular cyst)"", ""함치성낭종"", ""잔류낭종"", ""각화낭종"", ""비치성낭종""]",0,치근단낭종이 가장 흔하며 만성 치근단염에서 발생.,"[""병리"", ""낭종""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강병리학,백반증,MEDIUM,SINGLE_CHOICE,구강 백반증(leukoplakia)의 임상적 의미는?,"[""정상 변이"", ""전암병변(potentially malignant)"", ""감염성 병변"", ""외상성 병변"", ""선천성 병변""]",1,백반증은 전암병변으로 추적 관찰과 생검이 필요.,"[""병리"", ""백반증"", ""전암""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강병리학,헤르페스,MEDIUM,SINGLE_CHOICE,구순 헤르페스의 원인 바이러스는?,"[""HSV-1"", ""HSV-2"", ""VZV"", ""EBV"", ""CMV""]",0,단순포진 바이러스 1형(HSV-1)이 대부분의 구순 헤르페스를 일으킴.,"[""병리"", ""헤르페스"", ""HSV""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,잇솔질,EASY,SINGLE_CHOICE,성인에게 권장되는 잇솔질 방법은?,"[""횡마법(scrub)"", ""회전법(rolling)"", ""바스법(Bass)"", ""차터법"", ""스틸만법""]",2,Bass법은 칫솔모를 치은 열구에 45도로 향하게 하여 진동시키는 방법으로 성인에게 가장 효과적.,"[""위생"", ""잇솔질"", ""Bass""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,잇솔질,MEDIUM,SINGLE_CHOICE,어린이에게 권장되는 잇솔질 방법은?,"[""Bass법"", ""회전법(rolling)"", ""Stillman법"", ""차터법"", ""Fones법""]",4,Fones법은 원형으로 닦는 방법으로 손기술이 부족한 어린이에게 적합.,"[""위생"", ""잇솔질"", ""Fones""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,치간세정,MEDIUM,SINGLE_CHOICE,치실 사용의 주요 목적은?,"[""치아 미백"", ""구취 제거"", ""치간 세정과 치은연하 plaque 제거"", ""치아 색조 변화"", ""잇몸 마사지만""]",2,치실은 칫솔이 닿지 않는 인접면 plaque를 제거.,"[""위생"", ""치실""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,구강세척제,MEDIUM,SINGLE_CHOICE,치과에서 가장 효과적인 항플라크 효과를 가진 구강세척제 성분은?,"[""에탄올"", ""클로르헥시딘(chlorhexidine)"", ""불소"", ""자일리톨"", ""베이킹소다""]",1,"0.12% 클로르헥시딘이 가장 강력한 항plaque 효과. 단, 장기 사용 시 착색.","[""위생"", ""클로르헥시딘""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,잇솔,EASY,SINGLE_CHOICE,칫솔모의 적절한 강도는?,"[""부드러운"", ""중간"", ""단단한"", ""매우 단단한"", ""철제""]",0,부드러운 칫솔모가 잇몸 손상을 줄이고 충분한 청결 효과를 낸다.,"[""위생"", ""칫솔""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,잇솔교환,EASY,SINGLE_CHOICE,칫솔 교환 권장 주기는?,"[""1주"", ""1개월"", ""3개월"", ""6개월"", ""12개월""]",2,3개월 또는 칫솔모가 벌어지면 즉시 교체.,"[""위생"", ""칫솔교환""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,구취,MEDIUM,SINGLE_CHOICE,구취의 가장 흔한 원인 부위는?,"[""위장"", ""혀의 후방"", ""치아 우식"", ""잇몸 출혈"", ""타액선""]",1,혀 뒤쪽의 설태(tongue coating)가 휘발성 황화합물을 가장 많이 생성.,"[""위생"", ""구취""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,의치관리,MEDIUM,SINGLE_CHOICE,총의치 사용자에게 권장되는 의치 관리법은?,"[""끓는 물로 소독"", ""부드러운 솔로 매일 닦고 야간에 물에 담그기"", ""치약 사용 금지"", ""햇빛에 말리기"", ""1주에 한 번만 세척""]",1,"부드러운 의치솔로 매일 세척, 야간에는 변형 방지를 위해 물이나 세정액에 담가 보관.","[""위생"", ""의치""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,보철물,MEDIUM,SINGLE_CHOICE,임플란트 환자에게 적합한 치간 청결도구는?,"[""일반 치실"", ""치간칫솔(interdental brush)"", ""이쑤시개"", ""철사"", ""거즈""]",1,임플란트 주위염 예방을 위해 치간칫솔과 임플란트 전용 치실을 권장.,"[""위생"", ""임플란트""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,교육,MEDIUM,SINGLE_CHOICE,구강보건교육 시 가장 효과적인 방법은?,"[""강의식 일방 전달"", ""시청각 자료 + 시범 + 실습"", ""유인물만 배포"", ""온라인 교육만"", ""검사만""]",1,다감각 자극과 직접 실습이 가장 학습 효과가 높다.,"[""위생"", ""교육""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,특수환자,HARD,SINGLE_CHOICE,지체장애 환자 구강관리의 핵심은?,"[""장애 정도에 관계없이 동일하게"", ""환자의 능력에 맞춘 보조도구와 보호자 교육"", ""전문가만 수행"", ""일주일에 한 번"", ""구강세척제만""]",1,"특수칫솔, 손잡이 보조 등으로 환자 자립을 돕고 보호자가 보완.","[""위생"", ""장애인""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,구강위생학,임산부,MEDIUM,SINGLE_CHOICE,임신 중 치과 치료에 가장 안전한 시기는?,"[""임신 1기(1~3개월)"", ""임신 2기(4~6개월)"", ""임신 3기(7~9개월)"", ""출산 직전"", ""수유 중""]",1,"임신 2기(2nd trimester)가 가장 안전. 1기는 기관형성기, 3기는 자세 부담.","[""위생"", ""임산부""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,치은,MEDIUM,SINGLE_CHOICE,건강한 치은의 색은?,"[""선홍색"", ""암적색"", ""분홍색(coral pink)"", ""흰색"", ""보라색""]",2,"건강한 치은은 corral pink, 점점이 stippling이 보임.","[""치주"", ""치은""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,치주낭,MEDIUM,SINGLE_CHOICE,정상 치은열구의 깊이는?,"[""1~3 mm"", ""4~5 mm"", ""6~7 mm"", ""8 mm 이상"", ""0 mm""]",0,정상은 1~3 mm. 4 mm 이상은 치주낭으로 분류.,"[""치주"", ""치주낭""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,스케일링,MEDIUM,SINGLE_CHOICE,치석 제거(scaling)의 주요 목적은?,"[""미백"", ""치아 평활화"", ""plaque/calculus 제거로 치주염 예방"", ""치아 색 변경"", ""치통 제거""]",2,스케일링은 치주염 예방의 가장 기본적이고 핵심적 처치.,"[""치주"", ""스케일링""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,스케일링,MEDIUM,SINGLE_CHOICE,초음파 스케일러의 금기증은?,"[""치석 환자"", ""심장박동기 사용자(일부 종류)"", ""건강한 잇몸"", ""치아 우식"", ""구강 건조증""]",1,구식 단극성 박동기는 초음파 간섭 우려. 최신 박동기는 대부분 안전하나 의사 확인 필요.,"[""치주"", ""스케일링"", ""박동기""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,치은염,MEDIUM,SINGLE_CHOICE,치은염의 가장 흔한 임상 증상은?,"[""치아 흔들림"", ""치은 출혈"", ""치아 탈락"", ""심한 통증"", ""치은 퇴축""]",1,"잇솔질 시 출혈이 치은염의 첫 신호. 치은염은 가역적, 치주염은 비가역적.","[""치주"", ""치은염""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,치주염,HARD,SINGLE_CHOICE,만성 치주염과 치은염의 가장 중요한 차이는?,"[""통증 유무"", ""출혈 유무"", ""치조골 흡수 여부"", ""치아 색"", ""구취""]",2,치주염은 부착소실(attachment loss)과 치조골 흡수가 동반된다.,"[""치주"", ""치주염"", ""감별""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,치주낭측정,MEDIUM,SINGLE_CHOICE,치주낭 측정 시 사용하는 도구는?,"[""explorer"", ""periodontal probe"", ""scaler"", ""curet"", ""mirror""]",1,치주탐침(periodontal probe)으로 부드럽게 0.25N 정도의 힘으로 측정.,"[""치주"", ""치주탐침""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,유지관리,MEDIUM,SINGLE_CHOICE,치주 치료 후 유지관리(SPT) 권장 간격은?,"[""1개월"", ""3개월"", ""6개월"", ""1년"", ""2년""]",1,일반적으로 3개월 간격이 표준 SPT. 위험도에 따라 조정.,"[""치주"", ""유지관리"", ""SPT""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,위험요인,MEDIUM,SINGLE_CHOICE,치주염의 위험요인이 아닌 것은?,"[""흡연"", ""당뇨"", ""스트레스"", ""유전"", ""고섬유 식이""]",4,고섬유 식이는 위험요인이 아닌 보호 요인.,"[""치주"", ""위험요인""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,치주관리학,수기구,HARD,SINGLE_CHOICE,치은연하 치석 제거에 가장 적합한 수기구는?,"[""Sickle scaler"", ""Universal curet"", ""Gracey curet"", ""Hoe"", ""File""]",2,Gracey curet는 치은연하 치석/괴사 백악질 제거에 가장 적합 (치아별 부위 특이성).,"[""치주"", ""Gracey"", ""수기구""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,불소,MEDIUM,SINGLE_CHOICE,불소도포의 주요 작용 기전은?,"[""치아 색 변화"", ""법랑질 결정의 산 저항성 증가"", ""통증 감소"", ""치석 용해"", ""치은 마사지""]",1,불소는 hydroxyapatite를 fluorapatite로 전환시켜 산 저항성을 높이고 재광화를 촉진.,"[""예방"", ""불소""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,불소,MEDIUM,SINGLE_CHOICE,수돗물 불소화 농도로 권장되는 수치는?,"[""0.1 ppm"", ""0.5 ppm"", ""0.7~1.0 ppm"", ""5 ppm"", ""10 ppm""]",2,WHO 권장 0.7~1.0 ppm. 너무 높으면 반상치 위험.,"[""예방"", ""수돗물불소화""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,치면열구전색,MEDIUM,SINGLE_CHOICE,치면열구전색(sealant)의 주된 적용 부위는?,"[""전치 순면"", ""구치 교합면의 소와열구"", ""전치 인접면"", ""치근"", ""치은""]",1,구치부 교합면 소와열구는 치아우식 호발 부위로 전색 효과가 큼.,"[""예방"", ""전색"", ""sealant""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,식이,MEDIUM,SINGLE_CHOICE,치아우식 발생 위험이 가장 높은 음식 형태는?,"[""단단한 음식"", ""물"", ""끈적이는 단 음식"", ""생야채"", ""고기""]",2,"끈적이는 단 음식(캐러멜, 사탕)은 치면 잔류 시간이 길어 우식 위험이 가장 큼.","[""예방"", ""식이"", ""우식""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,식이,MEDIUM,SINGLE_CHOICE,자일리톨이 치아우식 예방에 효과적인 이유는?,"[""당이 없어서"", ""S. mutans가 자일리톨을 대사하지 못함"", ""타액 분비 억제"", ""치아 미백 효과"", ""산성 환경 형성""]",1,자일리톨은 5탄당으로 S. mutans가 대사할 수 없어 산을 만들지 못한다.,"[""예방"", ""자일리톨""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,구강위생지수,MEDIUM,SINGLE_CHOICE,OHI-S(간이구강위생지수)의 구성요소는?,"[""DI-S + CI-S"", ""PI + GI"", ""CPI + CPITN"", ""DMFT + DMFS"", ""DI + GI""]",0,OHI-S = Debris Index Simplified + Calculus Index Simplified.,"[""예방"", ""OHI-S""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,지수,HARD,SINGLE_CHOICE,DMFT 지수에서 'F'가 의미하는 것은?,"[""Fissure"", ""Filled(충전된 치아)"", ""Fluoride"", ""Fracture"", ""Free""]",1,"D=Decayed, M=Missing, F=Filled, T=Teeth.","[""예방"", ""DMFT""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,교육,MEDIUM,SINGLE_CHOICE,유치원생 구강보건 교육의 중점은?,"[""치주염 예방"", ""잇솔질 습관 형성과 단 음식 줄이기"", ""임플란트 관리"", ""교정 치료"", ""보철물 관리""]",1,유치원생은 잇솔질 습관 형성과 식이 교육이 가장 중요.,"[""예방"", ""교육"", ""어린이""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,임산부,MEDIUM,SINGLE_CHOICE,임산부에게 자주 발생하는 치주질환은?,"[""치주염"", ""임신성 치은염"", ""치근단염"", ""구내염"", ""치아우식""]",1,호르몬 변화로 임신성 치은염이 흔하며 분만 후 호전.,"[""예방"", ""임산부"", ""치은염""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,예방치과학,검진,EASY,SINGLE_CHOICE,정기 구강검진의 권장 주기는?,"[""1주일"", ""1개월"", ""6개월"", ""2년"", ""5년""]",2,6개월마다 정기 구강검진 권장.,"[""예방"", ""검진""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,의료법규,의료기사법,MEDIUM,SINGLE_CHOICE,치과위생사의 면허 발급 기관은?,"[""치과의사협회"", ""보건복지부장관"", ""교육부장관"", ""병원장"", ""지자체""]",1,의료기사 면허는 보건복지부장관 발급.,"[""법규"", ""면허""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,의료법규,의료기사법,MEDIUM,SINGLE_CHOICE,치과위생사의 업무 지도자는?,"[""의사"", ""치과의사"", ""간호사"", ""약사"", ""물리치료사""]",1,치과위생사는 치과의사의 지도 아래 업무를 수행한다.,"[""법규"", ""업무""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,의료법규,의료기사법,MEDIUM,SINGLE_CHOICE,치과위생사의 업무 범위에 해당하지 않는 것은?,"[""치아 및 구강질환의 예방"", ""구강보건교육"", ""치석 제거(치과의사 지도하)"", ""구강병의 진단"", ""치아 본뜨기 보조""]",3,진단은 치과의사의 고유 업무. 치과위생사는 보조와 예방 업무.,"[""법규"", ""업무범위""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,의료법규,감염병예방법,MEDIUM,SINGLE_CHOICE,치과 진료실의 표준주의 원칙으로 옳은 것은?,"[""감염 환자만 격리"", ""모든 환자의 혈액·체액을 잠재적 감염원으로 간주"", ""장갑만 착용"", ""마스크만 착용"", ""필요할 때만 손씻기""]",1,표준주의는 모든 환자에게 적용되는 가장 기본 원칙.,"[""법규"", ""표준주의""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,의료법규,의료법,MEDIUM,SINGLE_CHOICE,의료인이 비밀 누설 금지 위반 시 처벌은?,"[""벌금"", ""징역 또는 벌금"", ""면허 취소"", ""경고"", ""처벌 없음""]",1,의료법상 비밀누설은 형사 처벌(징역 또는 벌금) 대상.,"[""법규"", ""비밀유지""]",샘플 시드 (Day 3),
DENTAL_HYGIENE,의료법규,구강보건법,HARD,SINGLE_CHOICE,구강보건법의 목적은?,"[""치과의사 양성"", ""국민의 구강보건 향상과 건강 증진"", ""치과 산업 진흥"", ""의료기관 평가"", ""치과 보험 관리""]",1,구강보건법은 국민의 구강보건 향상과 건강 증진이 목적.,"[""법규"", ""구강보건법""]",샘플 시드 (Day 3),
